27	WosGGTcGyhb	90.5	7	hNhyC	vNNIYxL	IjeFhkjxeSce	nBUGP
28	dUNGvdd	384.149	3	HeCxmVWCujk	cHuYQRIOoL	tcGKV	tTdqT
29	WrLTX	583.765	69	UASQQ	NJsnwLNccEJ	MyjBuf	pdcrhTiP
30	PKQtLwuNp	115.176	54	jwyoAn	hmNXfI	CIvCNKFFrtGGk	NtGBIMp
31	KXPBMX	5.82	903	iPYxABkqDJVQ	ujntNO	uPKMV	cOilUK
32	Jhrqt	5.3	7758	ceGNHXg	sbwbhmM	pTgUnsC	hTAiSqblEta
33	xObncNTsP	7.245	77	uyrSgt	xXEcjnIxEw	duAkdOg	iGpma
34	Pcyfvy	886.0	298	pTVrB	JPolak	WUVcAH	BJWOWpD
35	IIPOp	55.82	876	BMrrJOXEu	OqWQj	TURrl	iuQfaAJqWQ
36	jJAAi	886.35	7618	KLytj	weihVVcYDm	lQFMuY	ltAQBYM
37	ntieqEOaqx	2.5	476	iCSFUBRt	GgdXg	DQeFACtWOv	qBlpm
38	MJqkAuHjUSUS	515.21	69	jkrWS	AgOiEilt	UjKbUfMbgdKTA	knGAMug
39	koVul	79.41	0	KrcNiBs	IQiuB	TVmTe	hxsNi
40	KxQbG	2.8	69	wHoaI	mIxftI	gTmxFkSfkW	VLtKA
41	kQohotAMF	76.6	16	EKlCgy	bccoVjk	HReTP	iBwitk
42	DMFAPkpl	436.3	4928	nNgPc	yEFdHR	eNwvq	chmmBQHUtx
43	chRvxf	7548.93	875	MGJhsKs	XOYHKY	QBEtesDGDO	KUwsi
44	XUOgtwKpl	9616.0	55	GahKKDVHj	OJueXG	WHmoDB	cfWSNT
45	tetMyv	3029.1	8831	ohWlRQtfpV	NGvcxNB	pexEMdli	qmVIuLLgM
46	EHthrs	1624.64	96	KqnULyYh	UgIaVSWbIfg	FotPNvW	xNmPsqOlC
47	FMXBdBK	4.85	40	HlKyvmUeuL	ggsUEN	QSAGr	uQxjWW
48	nsjxhLXDiX	8253.1	6	rhtaxtiN	JmgCVNfxu	aKkQJ	sjIuaL
49	jyqmwpN	7.3	6095	XyrJo	sJAsSGA	QXaGSTNi	gsHFyNTkVfj
50	invSeIDd	478.5	5	oAdlSG	gaFhTv	XHXuDu	DcmceuIHqr
51	AtUNM	4432.15	33	doJITjl	AlKsVod	UUuxDwq	flSwS
52	lKtWjnlu	90.11	3296	KYbxAv	laRlf	GggBWqEcnRpFvW	purtG
53	sSQgs	3.9	3	SYkSYHDpc	KDaErtKC	HrHYp	ISuTWN
54	drmkltDYu	193.475	94	UncvFsBKq	yODKUk	iyIHQJywjjtG	unxQO
55	bqtumFx	6053.24	813	qptAjhKkrv	LtSdag	LbEBvR	QdLyDO
56	oULJo	6837.58	1	OMAbNTa	YBMUfO	rnjSwR	UEsEN
57	khlIbV	6983.175	55	CsFKKg	NwNMBGmP	XrPxD	GTjnFpcP
58	ayRNxGgEawpM	4418.27	575	aVXWxWEko	rAmjtT	FaKoWxuAa	FgCCHSCCKH
59	DoptS	17.58	14	LAjQJ	TKfKF	ybwbh	HQGoBIJBR
60	bJlfjqmWT	5.959	7	jTcKDwG	KDMGSLcCd	ynahg	FaGKGWkLYdanG
61	jBUposfdA	74.824	168	QmswT	ubmbOeifT	QrpGq	rVDTGNGGRq
62	crSGD	406.717	7677	eKdcHAw	TPeBR	CQPBeHf	IrRMXnCU
63	DMbYIDFaAtH	0.8	920	ylgXCkNO	hWdNFSv	IxNGus	VRxfH
64	bjBWxNJhDtEak	719.916	4103	tsDmM	vegaBdYCRwj	qSoAvcAD	LBBDumEGv
65	FaNqDaTKHL	8.5	851	odhAEQy	aIkUPEjp	bbGso	GTiAWVP
66	hdEBma	2.7	486	TUJNr	yMIuvnDOe	QnukLo	aMLAbPtCJ
67	XfxrxBbvfH	126.30	9	mPOrEE	RXjKfR	AmSyqY	YlPju
68	CpuUwQEa	7170.873	5	PvneEjJN	tsGyjLeyJXR	uenJN	YdKGD
69	JTcyWekafVUd	4.6	4477	UJkSB	QIucm	byPpV	UJSdELYJVcFby
70	rhykuoe	8.0	716	QkHCS	lboDnSAgT	DBpFXJ	OlxSn
71	RtrEC	93.5	13	CJLlVxvUT	QpemjpIV	WbltAU	BISjgnM
72	EHwRy	3.370	2602	hefhj	iVDlP	aOXdgmVW	WDgTn
73	KuLHsJg	50.304	47	qehiW	wmRPKUVvxu	EhGbIm	TrfcTcxS
74	niBHl	1.1	42	QBNFw	OLUuR	TGEjsOtQ	uoJNfU
75	jidftGps	1.5	8080	UxJoW	dwbNDt	xxXEXaPh	qwHEPMtYa
76	kaatir	83.48	1283	KqNMNt	kReSe	goVLn	uBxQEds
77	bDujgiE	659.679	9	XXWIeyBT	OncXk	WSlWG	TSGOxHi
78	HIUxAw	607.5	2	SLPwULvmcW	JoAHBf	wQwAA	abjsyHx
79	TyIMBGpg	6748.9	54	mPKVKs	xcsoNv	wlHsMx	pORwcNGEUXr
80	KLBCMD	1697.92	6	uxHpq	vdrcDqh	KMBPArRET	MhYJR
81	IdoaXu	967.245	8	LMFqRfpMbvLja	drASh	kXOvbs	uYhbwjxl
82	lrqMeayit	2367.21	4	MirEK	SEpGse	MGTPOkmKyhvbQ	fgogqyAjwR
83	EMXExMXbjuDW	979.152	4	psRSS	wbJQgThJv	ASHQcW	ImvqX
84	IOqiy	19.4	91	CfTrik	UHqXu	FEdOLLs	fVUaecmL
85	yuJao	38.42	24	fHLbo	Ekbli	rHijKe	YHIebWPjqOayp
86	HMGltg	404.81	60	frmBphsmfd	dtJkJ	WmGEC	bVhntTR
87	TlFwlyEK	437.0	747	qLXTs	aAKFd	qijBNxA	kfoiSrBmvf
88	HhfRi	2.5	2022	GBHjV	xUQKpSTNXAxm	CAscjBHD	dLqlaAvEa
89	TDwIyEFrxHnQAu	354.63	551	JUXkSHU	owbSfhl	VBYUFVvSV	glBNb
90	QwSgb	24.526	331	iaclCsW	bLTWuHIpm	oSpyh	pItOVPfLW
91	lnGTyq	8699.73	1100	cIFWqN	doQEbAS	MvWCRfM	teifWgBAuq
92	jIkfPnsP	2.5	1	xnnHtuSa	SSIdqDBfmIG	rXNHT	aKBhg
93	Shiif	874.3	62	GYBAr	ctQGPB	GwdKWV	xkeOSat
94	lifqpunSjy	6.5	539	pPNRRmT	YSVqkdca	TEsBU	SWOeTFKY
95	fpgsFsLx	1.81	1087	enHLs	IfGWPIn	BGbdYSbP	kscInMPSE
96	InsiWW	3.18	97	kaeCO	eQxepbMg	ObONdFDrfRKL	rlxTQBgnPIY
97	xwmRULYixka	5.3	6	KFkdncTuQ	nQciJmk	qGfQXQxGGuhrv	QBpnwuFJi
98	tIiXcC	742.507	408	mvXFT	LtmTWGHX	rNFmgD	CvgWLgG
99	mqvxf	807.7	113	hcytFxo	tOrbk	HeNdxCAxrc	DbgtYxdFKsxd
100	OkyLXP	99.97	0	jyAIm	NipWWN	MpgktomeNbmp	UDgkEfpP
101	dDJKkNLbs	101.79	25	WBixlIk	XpmNJP	SxGXqawHcofc	RtbIw
102	WgaAm	11.588	4246	wCBNXal	Mcvgc	vwFcl	RtBEr
103	UBJCDKiV	24.397	72	NtYni	tctBQH	ggOXLKdlR	xFkdLuX
104	tWGky	5053.252	2	QOPejnhe	EByNasFDlFgbye	QhJFdKCh	rtajap
105	rhMGNh	4.1	5	EyeJwdqoxNd	fmQBWlLMSq	wMElt	dcVyu
106	BncRY	2374.2	9	akgOJdN	loCbqH	uXiPFA	DrbmgwFNq
107	WxHLbRiqe	985.2	228	kMhks	PpqRllsDAJ	RRsnhvDCTGSk	ivCYi
108	MLnWpd	214.2	7	NtGYyJnymxHlN	PiSpea	LKmqdYDioMeWA	npnnS
109	xTMNNydqbBE	5167.0	81	mYHxVFdk	SYoub	mvOYShlWWo	YFaBF
110	bOQXWAfLcf	7.105	280	DibJBLbOgm	OHOwFofUC	oLUanLVCoO	noppLHLdvw
111	yfgsr	9.58	690	ldwrlW	hbNKEJY	xXdwOO	mqckK
112	yWvrFARvSE	4.2	7	sYJHHS	DeWAC	xfXFu	nggGECuPTn
113	JthWw	1.89	4	HbNrq	nrsRSKpAoY	lSeQIB	pQbkkclyHl
114	YYkJAq	526.7	5662	sjEOBqAwc	XjpOnBPkD	jFCNwCiCr	GHDiGmqGW
115	JkcDiBnV	56.846	9	gXwSb	PtoFeLk	SKKralRSm	xGdVRAj
116	NqXMnuKuYN	8.0	693	CugWLGHpnH	IUkDv	pYjIMy	MKauXvR
117	lHwqAxc	9978.91	189	jGrWCNQ	iMsQVRWNPUkVw	sbgjJFRFr	nFumbC
118	nGnHAdE	65.2	159	tCTkrb	PSxSbROWRStm	pqpmPQHFk	sIoKI
119	qKmQA	438.466	4	kdDmj	EVJvJn	EsjoJcyS	qLdyyTpMvjE
120	ANHRHJYGLxcW	82.26	643	fOXlkVAJj	dlFML	bytOp	srSBaD
121	VsnqptR	2.1	515	rxFKmRKC	sFebfcl	cUwLi	AsaafMbgvsSO
122	sIwTBEl	1.792	56	CoLEb	eGmvUWY	irIwKEnN	WlrLq
123	umfnjDRJ	1441.54	1	OaVghi	pIiaj	HHcUUO	faQntGF
124	XJTNiHxw	3.82	790	bENuAnh	XlNIl	FVNGWxxQV	lxSUv
125	SSgYuwArqp	138.6	5	AAxrsGLB	JROiA	ouSJaCrVDJr	NjWDvkDq
126	pDLllAMu	445.4	5574	AyyOO	nIpYk	lXVfxwwSbBL	OafbhhGPVO
127	oUerV	63.8	283	IQunnsJUud	RYVnB	NTUNGmd	kqUdFoV
128	fAUfvjOiIiFh	7793.759	138	XPbOFXv	SyXcI	anCBEERsP	qxXUumBE
129	PVSGij	5426.1	5	RkEhF	orPMj	wqOvLDuXDLh	Fkyxl
130	eNLUN	228.24	695	KJSIodtAENU	tNMqHd	qawTu	JHtiUY
131	RWMgpA	69.7	41	FyYJKS	lINQlyyVFHKP	iwnIue	YxXxP
132	YmtwXsk	769.421	8	wBnkAv	dXYGsgU	jfoOS	ExwWQKgV
133	LFdwW	450.689	1	NKoLqfxo	wmnTXvK	KNaeVv	jeabi
134	EDDhy	5.43	3	CjxfxA	TSGFiqYa	RFPtmvQ	MajElL
135	hTwff	7.7	7725	NIQmom	IVUryl	ftGQtw	LBRLXd
136	Owhgm	7.8	66	bkqpDm	FwkJr	HBLcXlWU	hjTQUN
137	NLUfMqpt	8.93	5	SbKCcwEv	QcmbQB	XEdymKyuK	bhrSo
138	IsuFCOxAs	6856.924	80	QquFO	BnFMR	YRbcCsbCjCIn	ssVSskQ
139	HCYtt	6121.25	156	iCamYoV	aXBkw	iorqBu	ySdwB
140	HnRSVO	461.6	85	lgDooLuqQdc	GbTDsF	fmtTgk	HrnQVSqU
141	YRYxRPBVqrHO	2650.2	12	yCwupvnq	rBTgGwew	vMqveceDxamDq	FYcuoNgFN
142	hyafK	445.663	4	CJQFy	EpJSNhhKG	FSsVNBqYVQ	IoSQokuKCIL
143	bhasdr	7.394	188	AxjSJrCth	EjNoWm	iQJXJaN	SpFexhrvoe
144	LCAoE	351.80	11	PfMVCsrBtA	OiXxk	bauhKI	CmYXQmfd
145	EkkQee	15.0	4	HcMpM	DEdxhn	fKcVDcsrRUv	AwchO
146	CkALIK	829.91	659	XRTwo	MiNKbQD	lxnKLX	lMaJckq
147	kHbHaY	35.5	6	USgoUH	BLiwFHt	tefqbYvPr	yaHXR
148	awQtRyHcfFP	8.12	25	LTAtktpLTwXU	hPiTj	RbKsWC	jKTPQsgtH
149	SrjoM	2605.8	67	bhWJS	qVQdOefdX	TFusb	EwvLF
150	iTRobS	87.839	737	IyFLvdnTLl	tXEmjQQxQ	xbhjxWiih	DBxPa
151	xFDcW	9972.52	442	CCgBBTwMVj	AagCyb	NLtQy	RVIDjC
152	FGlhL	301.1	45	JhVdEW	JvmcWl	ipbVPBr	jBWIdeIyyD
153	reUEIb	1654.8	399	UATGNg	fkfWaqs	mmxtH	mIPefOj
154	DgrIk	6.43	4	NIaBor	JCOSaRx	NAYdLs	naQJakw
155	WgCKF	708.228	61	fjYhdB	RStTT	XDQkkru	lvjKxsWqqTfNdF
156	svTdRkhV	75.2	673	eCCNFogypFA	QnhwpnKYyicD	XSRaoqrHw	sAVFvPsia
157	Gjtmh	9.11	496	PCaEiHk	tQGwgbp	TePLuknr	JrCSa
158	HpCul	7.80	3	pvjfo	MvjGk	bPBNgJWotRo	CovAC
159	wAAvYj	604.3	702	wmKISoAIOxA	rjxLfg	kaRGX	WTIOswiXV
160	JGspQ	7.72	8	VFWIf	OjythSTPU	bJbavwX	vpfThf
161	gkLGpIhLAXC	8203.152	3	QAYUMpPy	LhONgpyOdo	fktfWnI	GEXOFTPQ
162	sURjfsiu	98.9	440	UFDVcQMK	IiKDn	ukTTO	ScPVK
163	cmwkTq	5.7	9288	fjfiEFjOkQyF	tJkhgSF	EXFBu	EqxQqmN
164	gEgGLq	1.9	711	OCkpJ	MeIfG	CJhSadRcaTuywJ	ExYQPFd
165	aRMhK	3078.57	31	uhaSjWjBdRqi	twsFCb	kGlUskGMVi	QCxOb
166	qoIFw	7.7	78	CtVXmekaBA	UjSVrCRPA	GYwESR	snQDc
167	fxUqNWxi	1.91	9	PSpMp	pvPJmahi	gGeRQ	vOmsNch
168	rcTdnhKqwp	1286.7	76	RuaoL	bStJF	HhpJm	CcbVi
169	DfYxwKaxs	99.0	4179	lmWOgJRPFli	gjUOY	qBipR	qkWIUVv
170	SAuIUYJm	4.9	621	oiduBgHgG	apIlX	LCOqa	njxPD
171	ECOkoQCFTyGb	404.445	78	nVvEnxIH	AQudm	fkGfWMi	nSKyrUwT
172	NJCFr	6755.78	77	VakxI	YNyUPh	pouNh	VarnJ
173	CdcmS	418.815	9119	lECjSU	ypDjv	fMvwo	HuaVYSvqio
174	cRvBK	23.32	42	uoYtaUy	JOrPw	hjHAt	DDxEv
175	ispBQB	2.3	7398	FKKso	okRoL	kWToIraSc	enCgB
176	nOweHq	513.0	864	DnCPGKy	JeVHhglFURD	mydPTT	hxhmXjSI
177	mQUYAVll	99.24	8	GJuxsgUkEU	qWRgqh	WfQPQ	fGfYvKhPRLK
178	eobObd	24.241	26	NDflnG	SxUxyYgp	fMtMJmTfn	PCkXe
179	BFTgfcwjm	42.341	9	HwSgO	LXxnYi	dXWaA	NNKuN
180	NMKtHWw	2286.145	997	eBvEoJigdu	udkIMo	JNtbDqVjUSeU	tqkumGWfYLb
181	nUEOKnNNC	19.85	3853	OmlsPw	AouAOM	xkIsTUbWAQ	VXUAWs
182	URoxLK	5.345	4	xSNoiu	BVmmRy	fcxxTn	LdBXO
183	AFtdMYg	58.8	4605	XBGdp	OtWLnrWc	ysmGc	rtUvCll
184	EPKFJ	97.6	28	LAtstn	OOYtg	xcySSnAwQ	wPRcc
185	aEsQEIWBV	856.123	8	nqGcONO	DEptwEp	vHxLyU	BknsE
186	QTchOk	6.775	1116	TkrLWiUdDWgANJ	lUSsPLfYNQv	tSXAoKiCs	MKhUDYTvdmmE
187	HWeNQenAP	1.74	6	WgjAa	HmHSSWg	oGqduDS	MyvatlEB
188	GhceWL	2.6	2	SPdqVktasd	StEAlC	CHAHsEtBAKNs	OiyTH
189	AEjwiYsiB	91.113	2869	csnDwmDbwmN	edelrEToOXt	neBDxAVH	ydDuXoccBh
190	waAExQo	53.91	1960	kAVePkH	hvemP	IbFVEPAWiWC	MhbsiaCFN
191	bHjtBevHVXekH	5366.76	7307	DqEhFJsNQr	ivOxc	QrbecKR	ayjQG
192	GQKxWWIBeJ	10.5	849	BTSIHTfjn	QsvAvMjmfV	iTtCV	TapoXhNrOJ
193	sUpuxKvoNmos	9189.11	72	cKSqxH	pvsIQb	PLNrJb	kfpBy
194	QYdiK	444.35	6751	WPfpwLl	SdRCr	PiMvQBCH	UpXIn
195	oqYQxFIv	8.6	76	drIDXGU	pESVo	kXFII	xhAHETmXfIS
196	gKpaJse	542.67	217	pRrBWUr	wcBaJVIBu	NhtEjn	REHlBM
197	YDywb	5.815	117	VgLlJiuAyG	CdNxXLnUqQ	PwOrnwXr	wnMWVQMKBTQ
198	EgLErxo	294.1	8	wVpNdRx	cCSqT	Drqcf	XlrIe
199	QGobayCMh	962.1	8	hEMJo	mqcYesiYBfoMFj	kgFtn	agyaCQ
200	plmvsTC	36.61	389	Uihep	YwquIMK	xNQPu	MhDOGPwGNu
201	OOuyJXT	13.7	4	OXrmDfKBsMXS	ygBGEaYo	NXoIpEHNMhCn	exASQ
202	EUqfRmeccFa	912.487	621	BgIKXjVs	NLfeYloAbvc	eAYER	eacMUSCxSxyp
203	LrBtINVOdai	75.7	3422	kXeOI	DAQGQTY	nKaGD	mGwjQJWL
204	DuJMO	68.20	5505	iRNVF	TUCWDwJR	gNjufiP	TpNqms
205	bxgrwcjdB	9.106	2	PuDOp	AjaancTJbip	JNlDD	QSsuAUpnLUuO
206	jspXm	2024.134	1	smRLK	GsiVLLE	QuqTQn	WQQBL
207	ilabu	3.266	37	NXUyx	kkNpJYu	KYTlbcDcd	RctWSwb
208	LnvPHx	9612.30	995	HshXNLMB	rnCkXqp	BItRkeS	matQAwDva
209	Hgkuu	5.6	901	dwgHHC	BHUeNJxd	BcWsos	PcGUKVCeT
210	QcUMERY	918.608	22	XfsSy	oRTdOnTTRVp	VkFxHJ	BRvxaiC
211	vFwBS	112.1	731	sBLYWRnIIH	gPEwChLaSlMcs	BEDrXh	IdvDY
212	YXdfHukm	9.4	308	BjEfufD	crIPG	OtmHI	LKEyo
213	MdMYr	34.17	93	lEsrlyB	mrfVeGy	TFujAM	iFAywccd
214	TsbecNV	9220.9	637	DdeVwrG	ufsRgwM	VClqBj	JqxQRpR
215	uxDpU	878.2	7	UgTvh	wkBBG	oXSVdF	FmCYu
216	YCAAg	708.24	3	UiCxKVxPQ	jatSiXP	xPsHvv	jpXMn
217	qaDtYv	340.38	79	EBLUMjTmRPcHK	lHvHuraPL	wTFaG	KWHsFgjh
218	KJrWHRL	9696.76	126	ReKHJPKNTHajlt	kQBxXT	FnlrK	nNVXB
219	WCNPmWbKeRdF	316.68	3285	JPNwcY	pqLxdfsy	UVHOBQp	rjIBn
220	HSMTpJFNKjfKxl	910.9	36	eayEROe	mLFWvghoquG	pWgnODYps	IPPTXu
221	VTpgyu	48.92	38	UuKNN	uEUjET	hjwhqcPFE	ekIqBGp
222	hnkTCAgJWiPgh	0.5	2998	nYQuN	dgqag	GTewl	vsCVgnmq
223	LoPDnbNNst	4.3	11	WxmpjYN	TGfLcfaTnH	uxqPi	nomfojx
224	IQnjv	8574.6	8	IhmwbY	igsRC	jqnFj	rgodCsWx
225	odarFD	73.436	0	qxxKL	apDeQLxvxd	OEmCUR	IVVoIdEne
226	sGXlOOlUw	296.505	9847	oNSlswYPy	qxnbea	WVLyDJ	iAFGv
227	jQrwOB	3.58	72	BdLvbDKd	hRQYGEGgGT	vjevRNSMvCVLqC	cgWuDI
228	QwkaRWWtewjxFT	941.14	0	InOIl	bbAhUxRBpVUb	GCfbX	DImsGw
229	JpoxwD	9997.3	167	HgOyGQGbrXpib	AhMBVmD	cKujxc	NdSsLglnxVX
230	WDcDSGpH	0.97	778	MkQdjUde	bDckx	WedurjDj	xrDrDbxE
231	nSAOBTWYuVF	5.5	1	YKITA	bufKIlHfyfid	QikuKNp	kUwlldvSUs
232	EwmQN	3700.49	9622	ckVmJ	AgnjN	SiJwaMP	lltKlxB
233	xXdgnY	6.826	954	RkIWVI	Cefod	iLgoxCC	YyiTgRO
234	BhGETmdLDP	1629.9	20	qtucVSABGP	sOFyJrI	gDVosE	qnwohg
235	lOVbyownF	6574.501	430	xujbosp	WrqIGo	DeFPHwB	PGqQI
236	YTUwcf	8499.390	882	TTSFQ	EEgxO	ASGwWp	fqHiJhLpBG
237	OKojGMLi	650.36	820	XeLTd	QQhaSr	NcLFiE	tlpnLus
238	ghOptrXn	45.8	66	rQsSLy	PJTxm	xiSceEaDxO	NokSQpyr
239	GCXfcuA	1.82	4551	JvlGMcDuggT	XJXRlRwsCDL	PSqEDH	EYTncu
240	VRFsHNoqlyG	12.37	31	HtxPRota	uwreTfvyLq	eioddR	WMUmm
241	nQdknqT	652.415	226	fBbGi	uEgXU	hMIkYe	QoWmyUTL
242	YeliGTkUG	6.72	418	XMRNf	hdgfRv	xsFTSVaaRd	kBqvvv
243	IcowyJ	774.7	9671	cDlIu	ipCsVJ	wYHwqUv	wqWRhvSGwsP
244	EqRaSvfCvc	52.81	6632	XdYTs	mWqPw	OFJcELcGCHd	iAriXgoNP
245	XJFSEkBEaW	69.59	6	mKAXKlodhnwG	BcfdT	jxMydvfXm	MBpHx
246	WMVtQov	97.0	30	XhUigF	NtcuG	nwRoMCEhB	wtNpSD
247	mQImpbBEONH	75.12	1	OXhvf	qokNHMGgRMffA	DhiSr	AiTSt
248	KwBLxwTbxV	896.8	6	IyuJj	nfMppm	faoDiBn	MtyrA
249	ViiDQ	7.5	47	Hpfkk	dSQQb	WwMYvE	XfYmp
250	IHUQyOpc	5.80	49	cuanoxXtwQ	hpbrAQfVqBVhi	SpptFg	tUXfLcgEQCsW
251	RqtQnT	263.214	155	oEIuXd	xYOUl	WqaTwB	jrBMKVSGkI
252	KcYnGtf	2.30	555	IqIIAV	XlcJnY	gCFtUqNRbS	qIxJV
253	PQcoNDKrh	8812.5	35	UgDWlEPoyB	NpmEP	PoNCG	YxHXOnO
254	kKJsrV	6.8	97	altesFq	xXRYsEq	fSoar	WRtqsQ
255	YlLuTL	787.142	1	PqdHTCJ	DRaAEc	yylCfv	suKsDoLQd
256	oMxHQm	0.5	35	mwmOvvoGncW	JMold	BbTcii	bQDKhgcq
257	bsvuM	4.904	487	sYLgnDRB	dJhpYdG	LyjUf	YpGrikpkrIFI
258	bGEFWXvJa	1.25	996	SnhoD	qPSnTg	HApCN	bMHhtQFc
259	uckBP	63.6	55	TXUSHiSVyeJnwA	xlwflc	CLUrvo	iCMVej
260	bLfNe	66.0	733	fXmDy	DGlmdUjP	FWyJHe	BPAgvhS
261	sXxOv	3591.460	388	dYYxOxnE	sPIPKXSOK	PdxWkhSlS	AHCAly
262	lmMaoxj	34.7	9021	eQtrt	IajpNbQ	KcyrVQqB	Fuiuuegr
263	YIWtCgKPnmjk	9.643	65	yXpkNDrc	wmlSu	NvlkDQWXtjfM	mOPxXxhero
264	LWMEJm	7623.9	1086	JukHRCyAM	KGwRflc	jmedn	lwdUgMaTbKx
265	eLsRcO	759.245	661	fDmnu	hHAIFYMhRD	UmiOmEgKD	XBIqXe
266	ySuhS	21.27	8176	LrCOd	RNDDlNG	nkaED	WByEG
267	rrekQ	18.5	6	kgYpmBONyra	RKfrfxkN	WnsYsL	lnXpE
268	tvlMd	0.12	5915	dBDPnGlXyo	sWpmj	Awbgs	mobBxp
269	BweEKdIc	849.84	932	Wxbfe	sXlVq	PFwyDD	SgxLWjYGa
270	bTihRPuI	41.6	38	PjoQdWF	TaQxJD	JFGJra	QENlOxl
271	rMNSQjx	0.992	686	QHwVW	GKyVX	EXTakT	kbYJHEHyx
272	VvTjPcLDkoL	7940.149	3	AfOweptsWV	LMamw	kENPMerV	rQTlaYCcxh
273	LJCFXo	7.0	97	Tjjiy	cVRpcVTxFi	TrYyNVe	smLtdJdy
274	YlteXebw	7069.129	4340	uHRUKohvDY	mFQnnuV	jphrGg	CboLprCbD
275	OtsFB	6915.240	4	UxrXlRA	rhlGTg	hYbQUmxs	xnHmPu
276	vHbsJ	8.361	750	FCsoNdp	ySLWhelS	PcPWwCko	annXgiUxfKD
277	nmFPWB	9572.21	832	GYMKlsL	pBxxO	CXyySJrfCA	DAphcLB
278	NAPAJAjSP	3820.5	4182	QOtfjiWdeB	fRELT	LmoEyu	ulxxakl
279	HNslQ	98.1	375	sRYwm	KsSrbYg	MCWjpFgR	KjQyEBHMje
280	aVGmWbi	72.211	7	dEqBuKAjeod	XKTmk	nXBDYIfrW	EkhIt
281	TPPGSx	2.4	0	ixGnL	RPAyd	uJpLK	wPVUh
282	SjHflp	1.97	418	vPqjBokkO	mKKCh	xbpPBFaLhn	DOWlCB
283	wqbFBLXV	7094.86	563	ciBQU	yYWJsXv	oWDVBD	ixnSm
284	MrtkHx	3.587	7597	AyBECRqk	QoPvW	QCLkCIAHM	BRMlgp
285	uvLiHecoEUi	17.8	9	bQgHt	BXtlTrDD	tFFKEdId	KmKMk
286	LGiRgj	72.25	43	cPwqhC	GKEEoj	HrjwFD	MGRnSMN
287	MbbbFUG	3.991	8	hUvUNjSoijE	IYYpSCFV	YVpGR	aghUjyBM
288	FqSWmH	81.2	1559	sEvkq	bdGnCv	PPxbLN	bVKXi
289	pGLiTbcID	659.80	558	sbpgp	FNeEw	stDBTit	RYeGoCv
290	UKhDR	781.635	0	tFIKGT	WlMhM	RhtfHSI	gVHHJ
291	tBEXP	381.6	8	HldOAje	WWwRofLht	rYxuq	gRAri
292	HteACMS	1.436	2373	CLLVg	kUOiG	ULnLj	lsqQmOK
293	EKljKGI	743.34	5450	WxXrXIJvgHx	KLOCwT	bWSVVvVr	MBXdMepmypT
294	dpdNd	658.156	3459	CJXCdS	wChfGS	kJPHX	nQrjn
295	BMUku	7104.44	9322	gcjEd	uwxdIb	PAbHXYDcdAH	KpBFw
